date,hour,price,load_da,load_real,day_of_week
20220101,0,50.05,41989.5,43915.5,6
20220101,1,41.33,40105.5,41535.75,6
20220101,2,43.22,38784,40480.75,6
20220101,3,45.46,37751,39564,6
20220101,4,37.67,37877.25,39338.25,6
20220101,5,39.7,37047.75,38826.5,6
20220101,6,40.59,35607,38413,6
20220101,7,43.26,36905.75,39086.75,6
20220101,8,49.66,39465.25,40305,6
20220101,9,70.05,42335.75,42511,6
20220101,10,76.79,44777,44382.5,6
20220101,11,84.1,47649,46732.25,6
20220101,12,94.74,48608.5,47314.75,6
20220101,13,96.8,47331.25,46391.75,6
20220101,14,97.17,46064.5,45729.25,6
20220101,15,101,45934.5,45663,6
20220101,16,126.6,47765.25,47864,6
20220101,17,149.97,50899.25,51405,6
20220101,18,146.33,51889.5,52287.75,6
20220101,19,140.28,50618.75,51321.25,6
20220101,20,121.88,48448.5,49466,6
20220101,21,102.61,47135.75,48009.25,6
20220101,22,97.46,46635,47437.25,6
20220101,23,85.16,44251,44832,6
20220102,0,57.08,45268.75,42674.25,7
20220102,1,52.59,44192,41513.25,7
20220102,2,48.97,43833.75,40795.5,7
20220102,3,34.94,43677,40566.5,7
20220102,4,29.56,44285.5,40742.5,7
20220102,5,33.97,44142.25,40775.5,7
20220102,6,34.52,43777.25,40405.75,7
20220102,7,41.8,44556,42254.25,7
20220102,8,48.95,47161.5,45418.25,7
20220102,9,60.01,50689,48344,7
20220102,10,70.09,52986,50584,7
20220102,11,66.26,55138.75,53645.75,7
20220102,12,64.54,55285.25,54538.5,7
20220102,13,46.96,54394.25,53342.75,7
20220102,14,40.01,53391.5,52709,7
20220102,15,29.11,52753,53245.75,7
20220102,16,32.76,54016.25,55536.5,7
20220102,17,42.97,56906,58611.75,7
20220102,18,60.96,58009.75,58765.5,7
20220102,19,60.94,57553.75,57348.5,7
20220102,20,54.12,55727.75,54782.25,7
20220102,21,46.16,53958,52456,7
20220102,22,46.29,53507,50894.75,7
20220102,23,32.93,50845.5,47862.25,7
20220103,0,0.31,48840.75,45379.75,1
20220103,1,-0.01,47141,43676.75,1
20220103,2,-0.07,46534.25,42606.5,1
20220103,3,-1.05,46908.75,43139.25,1
20220103,4,-1,48326.25,44606.25,1
20220103,5,0.32,51156.25,48399.25,1
20220103,6,37.55,56560.5,55425.75,1
20220103,7,88.76,61269,61601,1
20220103,8,122.93,63817,65032.75,1
20220103,9,110.17,65041.5,66440.75,1
20220103,10,93.38,65353.75,67857,1
20220103,11,90.73,66825,69433.5,1
20220103,12,82.37,67169.5,70097.25,1
20220103,13,80.9,66337.5,69303,1
20220103,14,80.99,65081.5,68287.5,1
20220103,15,98.05,64271.5,67281,1
20220103,16,123.51,65177.75,67884.75,1
20220103,17,148.49,67144.75,70147.75,1
20220103,18,138,67082.5,69958.25,1
20220103,19,117.64,66356.5,68037.5,1
20220103,20,117.71,64112.5,64029.75,1
20220103,21,95.95,61847.5,60208.5,1
20220103,22,105.68,59460.5,57344,1
20220103,23,95.26,55855,53664.5,1
20220104,0,103.7,53400,50704.25,2
20220104,1,108.27,51409.75,48451,2
20220104,2,105.92,50696.75,47652.75,2
20220104,3,103.41,50855,48125,2
20220104,4,102.71,51977.25,49285.5,2
20220104,5,114.23,54493,52020.25,2
20220104,6,156.91,58973.25,57654.5,2
20220104,7,182.64,63232,62532.25,2
20220104,8,178.91,66290,65949,2
20220104,9,190,67591.5,67254.5,2
20220104,10,189.88,67845.5,67964,2
20220104,11,182.42,68924.25,69348,2
20220104,12,182.46,69274.5,69597,2
20220104,13,179.59,68366.5,68648.25,2
20220104,14,179,67125.5,67950,2
20220104,15,180.93,66076.75,67794.75,2
20220104,16,166.69,66723.5,68510,2
20220104,17,189.88,68743.75,69951.25,2
20220104,18,184.94,68795.25,69679.5,2
20220104,19,178.99,67749.25,68272.25,2
20220104,20,156.12,65328.5,64518.75,2
20220104,21,140.92,63034.5,61368,2
20220104,22,137.92,60801.75,58357.25,2
20220104,23,97.56,57146.75,54923,2
20220105,0,105.31,54141.5,52419.25,3
20220105,1,97.29,52767.75,50542.5,3
20220105,2,84.5,52445.25,49658.25,3
20220105,3,75.38,52741.25,50656,3
20220105,4,79.11,53234.25,52242.75,3
20220105,5,94.79,55299.5,55517.75,3
20220105,6,99.16,59427.25,61375.25,3
20220105,7,101.15,65028.5,66916.5,3
20220105,8,129.56,68963.5,70207.25,3
20220105,9,113.37,70396.75,71655.5,3
20220105,10,94.43,71456.5,72759,3
20220105,11,98.1,72872.25,74354.25,3
20220105,12,95.68,73047.25,74178.5,3
20220105,13,96.8,72081.25,73454.5,3
20220105,14,107.32,70860.75,71986,3
20220105,15,119.48,69728.25,71186.75,3
20220105,16,137.28,69953.5,71700.5,3
20220105,17,148.09,71620.75,73590,3
20220105,18,139.88,71198.5,73282.75,3
20220105,19,135.75,69304.75,71410.25,3
20220105,20,119.93,65758.5,67411.25,3
20220105,21,98.09,63237.75,64088.75,3
20220105,22,118.71,61355.25,60924.25,3
20220105,23,99.68,57834,57453.25,3
20220106,0,99.85,52618.75,54833.75,4
20220106,1,101.32,50634.5,53614,4
20220106,2,110.01,49633,52554.5,4
20220106,3,111.55,49729.5,52058.5,4
20220106,4,123.37,50407.5,52598.25,4
20220106,5,149.94,52085.25,54319.75,4
20220106,6,185.92,56293.25,57928.75,4
20220106,7,228.25,60514,62216,4
20220106,8,228.92,63279.25,64253.25,4
20220106,9,212.9,64466.25,65343.75,4
20220106,10,215.5,65788.75,65848.75,4
20220106,11,231.9,67582.75,66439.5,4
20220106,12,226,67568.5,65782.5,4
20220106,13,209.2,66143.75,64468.5,4
20220106,14,216.06,64897,63007.25,4
20220106,15,230.77,64427.25,62445.75,4
20220106,16,245.95,65631,63619.75,4
20220106,17,274.11,67524,67355.5,4
20220106,18,273.44,67432.5,67949,4
20220106,19,245.48,66075,67029.25,4
20220106,20,226.14,63123,64571.5,4
20220106,21,208.31,60909.5,61741,4
20220106,22,178.75,59540.5,59937.5,4
20220106,23,124.7,56360,57181.25,4
20220107,0,128.92,54488,53909.75,5
20220107,1,118.4,52919.75,52328.75,5
20220107,2,103.01,52056.25,51416,5
20220107,3,101.91,51688.25,51584.75,5
20220107,4,101.98,52599.25,53278.5,5
20220107,5,114.99,55016.5,56068.75,5
20220107,6,140.19,59373,61436.75,5
20220107,7,152.64,63576.75,66663.75,5
20220107,8,160.97,66613.25,69763,5
20220107,9,161.85,68163.75,71572.75,5
20220107,10,161.37,69214.5,72305,5
20220107,11,166.06,70846.75,73103.25,5
20220107,12,166.54,70917.5,73275.5,5
20220107,13,166.04,69790,71417.25,5
20220107,14,169.43,68679.25,70507.25,5
20220107,15,189.7,68036.75,69881,5
20220107,16,201.97,68623.5,70102.25,5
20220107,17,243.11,70321.75,71542.75,5
20220107,18,253.81,69898,70474.25,5
20220107,19,237.05,68119,68051.75,5
20220107,20,224.33,65360.75,64440,5
20220107,21,213.81,62652,61454.25,5
20220107,22,185.94,60867.25,59034.25,5
20220107,23,148.32,57659.5,55817.75,5
20220108,0,164.17,51093,52694.75,6
20220108,1,152.83,49105.5,50532.5,6
20220108,2,166,48075.25,49608.25,6
20220108,3,160.86,47763.5,49543.25,6
20220108,4,160,47900.25,49077.25,6
20220108,5,154.3,48098.75,49137.75,6
20220108,6,166,48825.75,50276,6
20220108,7,182.91,51838,52476.25,6
20220108,8,215.89,55360.25,55578.25,6
20220108,9,231,58353.25,59370.75,6
20220108,10,228.95,60387.75,61154,6
20220108,11,215.39,61615.5,62648.75,6
20220108,12,206.68,61245.5,62918.5,6
20220108,13,185,59848.75,62020.5,6
20220108,14,169.52,58926.25,61182,6
20220108,15,162.8,58515.5,61419,6
20220108,16,161.34,59687,63084.5,6
20220108,17,189.9,61748.25,66666,6
20220108,18,170.71,62148,66967,6
20220108,19,140.23,60589.25,64981,6
20220108,20,102.54,57723,61911.25,6
20220108,21,102.18,55883,59155,6
20220108,22,102.29,55449.25,57822,6
20220108,23,90.05,53256.25,55061.25,6
20220109,0,85.03,50072.75,51984.25,7
20220109,1,84.4,47717.75,49889,7
20220109,2,80.24,46641.5,48590.75,7
20220109,3,55.46,46243,47826.5,7
20220109,4,49.29,46353.75,48144.5,7
20220109,5,50.64,46412.75,47801.5,7
20220109,6,74.29,45876.5,47680.5,7
20220109,7,84.44,47188.25,49479.25,7
20220109,8,97.26,50046.75,52242.25,7
20220109,9,119.97,53200.75,56120.25,7
20220109,10,134.96,55279.75,58455.75,7
20220109,11,149.4,57540,60533,7
20220109,12,165.13,57654.5,60358.5,7
20220109,13,165.06,56295,58506.25,7
20220109,14,170.09,55055.25,57021.25,7
20220109,15,189.04,54921.25,56408.75,7
20220109,16,190.96,56005.5,58000,7
20220109,17,223.3,59793.75,61318,7
20220109,18,243.94,61226.75,61867,7
20220109,19,240,60071.25,60102.75,7
20220109,20,230.82,58513.75,57554,7
20220109,21,214.02,57057.25,55441.25,7
20220109,22,215.88,56561,54540.25,7
20220109,23,203.8,53855.75,51787.5,7
20220110,0,196.23,51350.25,49782.25,1
20220110,1,191.85,49488.75,48278.75,1
20220110,2,195.91,48891.5,47959.75,1
20220110,3,186.66,48836.25,48173.25,1
20220110,4,178.04,50363,49626.5,1
20220110,5,191.65,52901.5,53471.25,1
20220110,6,237.44,59716.5,61339.25,1
20220110,7,299.95,64951.25,67832.5,1
20220110,8,313.92,67927.75,71346,1
20220110,9,315,69276.5,71605.75,1
20220110,10,310.41,70298.5,71847.5,1
20220110,11,310.08,71771.75,72357,1
20220110,12,300,72312.25,72463,1
20220110,13,297.01,71526.5,71642.25,1
20220110,14,299.96,70255.5,70488.75,1
20220110,15,306.45,69203.5,70056,1
20220110,16,302.73,69226.25,70368.25,1
20220110,17,315.47,70887.25,73064,1
20220110,18,310.82,70727.5,72763,1
20220110,19,294.98,69166,71159,1
20220110,20,267.45,65903.25,67146.75,1
20220110,21,242.29,63650.25,63492.25,1
20220110,22,217.03,61779.5,60544.25,1
20220110,23,195.83,58389,57059.75,1
20220111,0,210.34,52680.75,55269.5,2
20220111,1,202.42,50901,53686.25,2
20220111,2,197.6,50306.75,53278.5,2
20220111,3,193,50383.75,53324.25,2
20220111,4,194.9,51458.25,54555.5,2
20220111,5,204.45,54333.5,57543.25,2
20220111,6,237.13,60209,63878.75,2
20220111,7,298.68,65876.25,69697,2
20220111,8,302.02,69224,72194.75,2
20220111,9,297.16,70378.25,72401.25,2
20220111,10,277.02,71163.75,72832.25,2
20220111,11,266.43,72358,73795.75,2
20220111,12,254.92,72628.5,73435,2
20220111,13,248.89,72163.75,71949.5,2
20220111,14,255.01,71081.25,70745.25,2
20220111,15,277.9,69885.25,70382.25,2
20220111,16,289.94,69672.75,70827.75,2
20220111,17,316.4,71287,73484.75,2
20220111,18,315.9,71310.5,73217.5,2
20220111,19,309.2,69696.5,71552,2
20220111,20,285.33,66563.5,67730,2
20220111,21,245.44,64206.75,64208.75,2
20220111,22,237.27,62334.75,61323.25,2
20220111,23,212.49,59161.5,57715.25,2
20220112,0,196.65,54892.75,55035.25,3
20220112,1,187.1,52905.75,53666,3
20220112,2,184.27,51902.5,52907.5,3
20220112,3,179.58,51918.75,53255,3
20220112,4,178.33,53049,54518,3
20220112,5,193.5,55927.5,56906.25,3
20220112,6,240.56,61750.25,63649,3
20220112,7,273.18,66300.25,69713.5,3
20220112,8,300.1,68536.5,72176,3
20220112,9,292.74,69198.25,72622.5,3
20220112,10,275.5,70177.25,73158.5,3
20220112,11,258.65,70917.75,73302.25,3
20220112,12,245.11,71269.5,73043,3
20220112,13,232.08,70492.25,72313.75,3
20220112,14,234.77,69403.25,71302.25,3
20220112,15,240.01,68501,71098.5,3
20220112,16,255,68093.5,71532.75,3
20220112,17,284.82,70129,74485.75,3
20220112,18,285.97,70016.5,74049.75,3
20220112,19,269.03,68752.75,72616,3
20220112,20,235.25,65460.75,69112.25,3
20220112,21,191.5,62866,65693,3
20220112,22,193.69,60667.5,62632.5,3
20220112,23,172.18,57281.5,59282.25,3
20220113,0,173.14,54614.75,56798,4
20220113,1,161.69,53134.5,55241.5,4
20220113,2,153.58,52395,54770.25,4
20220113,3,147.07,52461.5,55536,4
20220113,4,152.47,53494.25,56307.75,4
20220113,5,171.26,55682.25,59457.25,4
20220113,6,192.03,61151.75,66670.5,4
20220113,7,215.24,66568.25,72660.75,4
20220113,8,235.9,69256.25,75287.25,4
20220113,9,219.99,69969,75507.75,4
20220113,10,180.08,70704.5,75511.25,4
20220113,11,170.16,71606.25,75788,4
20220113,12,152.53,71593.5,75669,4
20220113,13,134.13,70517.75,74472.5,4
20220113,14,171.01,69274,73629.75,4
20220113,15,201.59,68515,73177.75,4
20220113,16,205.38,68380.5,72974,4
20220113,17,220.3,70542.25,75663.25,4
20220113,18,212.76,70064,75750.5,4
20220113,19,210,68623.75,74070,4
20220113,20,192.69,65989.75,70298.25,4
20220113,21,164.46,63218.25,66696.25,4
20220113,22,164.2,60508.5,64026.25,4
20220113,23,122.09,57285.75,60648.75,4
20220114,0,120.04,55429.25,58062,5
20220114,1,110.03,53847.5,55896.25,5
20220114,2,108.24,53057,55335.25,5
20220114,3,107.46,53408.25,55832.5,5
20220114,4,109.82,54617.5,57240.5,5
20220114,5,140.52,57311.25,60118.75,5
20220114,6,176.04,63193.75,66898.5,5
20220114,7,190.97,66706,72500.75,5
20220114,8,216.99,68204,75349.5,5
20220114,9,196.91,68592.75,75355,5
20220114,10,162.92,69106.5,75110.75,5
20220114,11,160.04,70246.5,75111.75,5
20220114,12,154.01,70147.75,74611.5,5
20220114,13,152.29,69164,72878.75,5
20220114,14,186.94,68094.75,71107.75,5
20220114,15,217.18,67182.5,70405.5,5
20220114,16,224.91,66878.25,71011.25,5
20220114,17,262,69014.5,73112.25,5
20220114,18,260.04,68658.5,72535.25,5
20220114,19,234.32,67579.75,70386.75,5
20220114,20,215.04,64859,66278.25,5
20220114,21,204.39,62025.25,62411.25,5
20220114,22,194.29,59935.75,59249.5,5
20220114,23,184.9,56953.5,56237.75,5
20220115,0,222.01,53516.75,53740.25,6
20220115,1,205.08,51894,52077.25,6
20220115,2,194.62,50800.75,51138,6
20220115,3,182.64,50480.25,50046,6
20220115,4,187.83,50298.75,50220.25,6
20220115,5,190.58,50089.5,49944,6
20220115,6,190.27,50809.75,50275.25,6
20220115,7,204.46,53196.75,53121,6
20220115,8,212.84,55964.75,56433,6
20220115,9,230,58601.75,59359,6
20220115,10,222.39,59900,61009.75,6
20220115,11,214.92,61368.5,61965.25,6
20220115,12,208.43,61482.5,61609.5,6
20220115,13,200,60389,60031.25,6
20220115,14,203.09,59578.5,58675.75,6
20220115,15,213.98,59043,58293.75,6
20220115,16,226.32,59778.75,59615.75,6
20220115,17,260,62872,62547.75,6
20220115,18,267.03,63560.25,63134.75,6
20220115,19,261.41,62845.25,61054,6
20220115,20,243.62,60481.5,57637,6
20220115,21,220.1,58960.25,55613,6
20220115,22,212.85,58354.75,54422.25,6
20220115,23,209.41,55842.25,51614.75,6
20220116,0,225.92,53156.25,48897.5,7
20220116,1,216,51279.5,47274.25,7
20220116,2,189.49,50130.75,46394.25,7
20220116,3,181.98,49866.75,45933.25,7
20220116,4,174.98,50011,46417.75,7
20220116,5,165.91,49732,46481.25,7
20220116,6,118.71,49796.5,47402.25,7
20220116,7,119.45,51672.5,49513.5,7
20220116,8,125.86,54368.5,52572,7
20220116,9,129.46,57061,56730.25,7
20220116,10,125.99,58829.5,59405.25,7
20220116,11,131.83,60350.25,62005,7
20220116,12,123.01,59210.75,62932.5,7
20220116,13,122.49,57594.25,62032,7
20220116,14,102.67,56276,61107,7
20220116,15,121.95,55235.25,60455.75,7
20220116,16,115,55870,61493.5,7
20220116,17,125.42,59056.5,64944.5,7
20220116,18,112.4,59526,65604.75,7
20220116,19,97.49,58602.25,64118.5,7
20220116,20,90.14,56558.75,60044.75,7
20220116,21,97.09,54877,58796,7
20220116,22,93.85,54684,58221.5,7
20220116,23,87.2,52236.25,55459.25,7
20220117,0,78.08,50273.75,53404.5,1
20220117,1,34,48500.25,52038,1
20220117,2,12.33,47988.75,51564,1
20220117,3,10.09,48407.5,52017,1
20220117,4,12.83,50092.75,53521,1
20220117,5,36.16,53526.25,57082.5,1
20220117,6,92.03,60458.75,64898.25,1
20220117,7,102.8,66005.25,71610.5,1
20220117,8,126,68429.75,75222.75,1
20220117,9,100.9,69150.75,76405.5,1
20220117,10,112.03,70041.5,77430.75,1
20220117,11,111.25,71145.5,77417.25,1
20220117,12,100.58,71570.25,77273,1
20220117,13,111.65,70713.75,76390,1
20220117,14,127.38,69430.75,75207,1
20220117,15,168.85,68506.75,74538.75,1
20220117,16,199.85,68278.25,73723.25,1
20220117,17,249.99,70496.25,76206,1
20220117,18,254.37,70158,76009,1
20220117,19,237.28,68778.75,74238,1
20220117,20,220,65490,69901.5,1
20220117,21,215.94,62820.25,65601,1
20220117,22,209.16,60572,62270,1
20220117,23,180,56900,58426.25,1
20220118,0,188.94,57667.75,55587.75,2
20220118,1,192.68,55833.75,54085,2
20220118,2,180.09,54713.75,52513.75,2
20220118,3,188.09,55062.5,52523.75,2
20220118,4,193.99,56250.25,54146.75,2
20220118,5,205.07,59418,56982.5,2
20220118,6,229.1,65132,64063.5,2
20220118,7,273.71,67277.25,69876.25,2
20220118,8,294.4,68312,71582.5,2
20220118,9,290.64,68962,71643,2
20220118,10,275.4,69715.25,72109,2
20220118,11,265.1,70879,72294.25,2
20220118,12,250,71215,72576.25,2
20220118,13,244.27,70531.75,72159.75,2
20220118,14,243.02,69558.75,71201.75,2
20220118,15,249.22,68332.25,70675.5,2
20220118,16,260,67793.75,70632.75,2
20220118,17,278,69907.25,73344.5,2
20220118,18,276.39,69886,73253,2
20220118,19,255.03,68358.75,71255.25,2
20220118,20,237.28,65398.5,67734,2
20220118,21,224.19,62817.5,64852.5,2
20220118,22,190.78,60580.5,62531.25,2
20220118,23,175.49,57027.75,58942.5,2
20220119,0,169.01,56552.75,56152.5,3
20220119,1,163.48,54332,55550.25,3
20220119,2,162.93,53114.5,54494.75,3
20220119,3,160.01,53050.5,54603,3
20220119,4,163.16,53947.5,55509.25,3
20220119,5,165.59,56901.25,59003,3
20220119,6,198.39,62446.25,65861.75,3
20220119,7,227.42,69807.25,71916.75,3
20220119,8,261.65,72673.75,74451,3
20220119,9,252.67,73839.25,75362.5,3
20220119,10,221.75,74119.5,75483.25,3
20220119,11,193.62,75167,75729.75,3
20220119,12,170.14,74363.5,76242.25,3
20220119,13,160.47,73315.25,75860.75,3
20220119,14,164.13,72387.5,74975.5,3
20220119,15,180.5,71085.75,74729.25,3
20220119,16,179.26,70443.75,75082,3
20220119,17,173.99,72462.5,77775.75,3
20220119,18,167.34,72754.25,77388.25,3
20220119,19,135.61,71069,75567,3
20220119,20,125.05,67885.5,71730.5,3
20220119,21,120.9,64943.75,67735.25,3
20220119,22,118.08,62141.5,65070,3
20220119,23,97.16,58634,61352.75,3
20220120,0,90.05,55998.75,58389.25,4
20220120,1,78.94,53810.5,56768.75,4
20220120,2,75.05,52361,55854.75,4
20220120,3,72.13,52646.25,55976.25,4
20220120,4,70.99,53797.5,57660.25,4
20220120,5,87.7,56813.75,60351.75,4
20220120,6,96.26,62674.25,67304.25,4
20220120,7,118.95,66601.5,73428,4
20220120,8,140.51,67910.25,76324.25,4
20220120,9,130.27,68481.75,77245.25,4
20220120,10,128.47,69235.5,77368.75,4
20220120,11,111.95,70962,77727.25,4
20220120,12,94.15,70707.25,77025.25,4
20220120,13,85.54,69473,75433.75,4
20220120,14,105.37,68026.75,75530.75,4
20220120,15,111.32,67256.25,74954,4
20220120,16,134.86,67084.5,74759,4
20220120,17,176.05,68881.75,77259.25,4
20220120,18,192.74,69260.5,77351.75,4
20220120,19,180,68371.75,76376.75,4
20220120,20,152.33,65997.25,72198.25,4
20220120,21,137.91,63658,68222.5,4
20220120,22,131.76,61568.5,65645.5,4
20220120,23,121.39,58512.25,62482.75,4
20220121,0,119.19,58604,59888.25,5
20220121,1,117.87,56708,58200,5
20220121,2,110.92,55577,57167.75,5
20220121,3,113.14,56096,57505.75,5
20220121,4,119.15,57136.75,58494,5
20220121,5,120.73,59955.75,61194.75,5
20220121,6,148.76,65862.75,67148,5
20220121,7,207.59,68234.25,73241.5,5
20220121,8,223.15,69780.75,75561.25,5
20220121,9,215.79,70668,75677.75,5
20220121,10,206.51,71250,75828.5,5
20220121,11,206.43,72337.25,76305.75,5
20220121,12,190,72175.25,75887.75,5
20220121,13,170.08,71339,74669.5,5
20220121,14,169.29,70280.25,73300.5,5
20220121,15,190,69388.25,72379,5
20220121,16,177.44,69221,72526.25,5
20220121,17,179.99,71035.5,75305.5,5
20220121,18,165.05,71188,74906.75,5
20220121,19,145.81,70206.5,72768.25,5
20220121,20,139.73,67471.5,68723.75,5
20220121,21,132.25,64843,65119.25,5
20220121,22,133.59,62656.75,62833.75,5
20220121,23,120.01,59231.25,60023.25,5
20220122,0,123.58,53114,56171.75,6
20220122,1,120.3,51053.75,54473.75,6
20220122,2,119.99,49645.25,52978.75,6
20220122,3,121.8,49345,52292.75,6
20220122,4,123.57,48967.75,51923.5,6
20220122,5,123.68,48900.5,51310.25,6
20220122,6,120,49688,52201.25,6
20220122,7,148.35,52473.5,54080.25,6
20220122,8,186,55745.25,57670.5,6
20220122,9,207.46,58258,60308.75,6
20220122,10,211.25,59531.25,61969,6
20220122,11,209.69,60713.25,63146.75,6
20220122,12,200.83,60678.25,62992.75,6
20220122,13,188.54,59516.25,61583.25,6
20220122,14,185.88,58520,60443.5,6
20220122,15,196.5,57635.75,59707.5,6
20220122,16,197.25,57755.75,60244,6
20220122,17,222.31,60142.5,63278.75,6
20220122,18,230.82,60839.25,63736,6
20220122,19,214.32,59423.5,61761,6
20220122,20,207.14,56057,57923.25,6
20220122,21,190.33,54153,55179.5,6
20220122,22,193.52,53508.5,53925.5,6
20220122,23,175.07,51063,50933.75,6
20220123,0,171.69,48047.25,48660.5,7
20220123,1,183.01,45681.25,46804.75,7
20220123,2,185.22,44558.5,45789.5,7
20220123,3,179.73,44200,45671,7
20220123,4,179.04,44179.25,45724,7
20220123,5,179.49,44146.25,45475.5,7
20220123,6,168.23,44702.5,45701.5,7
20220123,7,172.45,47099.75,47485,7
20220123,8,184.93,49885,50289.5,7
20220123,9,195.31,53311.5,53532.75,7
20220123,10,195.34,55302.75,56151,7
20220123,11,195.87,57467,58632.5,7
20220123,12,195.41,58077.25,58564.25,7
20220123,13,186.29,56825.25,56950.75,7
20220123,14,184.49,56293.25,55452,7
20220123,15,190,55127,54980.75,7
20220123,16,194,55540.5,55766,7
20220123,17,214.95,58493.75,59472.75,7
20220123,18,239.49,60111,60695.5,7
20220123,19,242.97,59765.75,59111,7
20220123,20,224.96,57243.75,56770,7
20220123,21,204.84,55798.25,54975,7
20220123,22,201,55878.5,54677.25,7
20220123,23,179.97,54239.75,51819.5,7
20220124,0,183.33,53730.75,49585.25,1
20220124,1,179.61,52398.75,48305.5,1
20220124,2,178.3,51793,47856.25,1
20220124,3,177.46,52245.25,48380,1
20220124,4,177.61,53617.25,49857,1
20220124,5,187.48,56886.75,53774.5,1
20220124,6,225.19,63278.75,61889,1
20220124,7,265,68982.75,68556.75,1
20220124,8,300.02,71444.75,71578.25,1
20220124,9,299.39,72961.5,72431.75,1
20220124,10,275.88,73141.5,72869.25,1
20220124,11,270,73891.25,73503.75,1
20220124,12,245.84,73777.5,73515.75,1
20220124,13,240.08,72865.25,72901.25,1
20220124,14,244,71814.25,71497.25,1
20220124,15,256.49,70423.25,70675,1
20220124,16,273.57,69249.5,70450.25,1
20220124,17,307.38,70913.25,72852.5,1
20220124,18,341.85,71313.5,73245.5,1
20220124,19,315.31,69921.25,71384,1
20220124,20,274.98,66593.25,67494.75,1
20220124,21,250,63556.75,63693.5,1
20220124,22,226.81,60828.25,61070.25,1
20220124,23,206.92,56541.5,57722,1
20220125,0,215.98,52149.75,55371.25,2
20220125,1,212.9,50505.25,53620,2
20220125,2,203.75,49888.25,53138,2
20220125,3,196.24,50274,53618.25,2
20220125,4,198.99,51344.5,55074.5,2
20220125,5,219.03,54216.5,58340.25,2
20220125,6,279.96,60490,64719,2
20220125,7,356.24,69198.75,70393.75,2
20220125,8,399.85,72591,73067.25,2
20220125,9,399.01,73951.5,73330.5,2
20220125,10,360,73960.25,74056.25,2
20220125,11,347.4,74730.25,74925.5,2
20220125,12,328.92,74593,74844,2
20220125,13,305,73580.25,73810,2
20220125,14,310,72331.75,72379.75,2
20220125,15,313,70818.75,71704.75,2
20220125,16,318.67,69737.25,71047,2
20220125,17,366.43,71484,73254.75,2
20220125,18,399.06,71832.25,73609.5,2
20220125,19,373.75,70232.5,71783,2
20220125,20,309.68,66861.25,67805,2
20220125,21,265,63723.75,64313.75,2
20220125,22,240.89,61098,61629.75,2
20220125,23,215.17,56830.25,58333,2
20220126,0,209.57,53867.25,56073,3
20220126,1,212.36,52049.75,54610,3
20220126,2,215.41,51490.25,54233.5,3
20220126,3,209.89,51882,54793.5,3
20220126,4,209.14,52863.5,55984.75,3
20220126,5,215.09,55472.5,59004,3
20220126,6,240.16,61208,66220.75,3
20220126,7,294.88,65906.5,71805.75,3
20220126,8,312.32,68106,74491.5,3
20220126,9,312.69,68686,75012.5,3
20220126,10,300.02,69614.5,75996,3
20220126,11,282.65,70996.75,77181.25,3
20220126,12,259.68,70772,77309.25,3
20220126,13,241.54,69936.75,76688.75,3
20220126,14,238.24,68907.5,75575.75,3
20220126,15,236.76,67889,74770.25,3
20220126,16,240.11,66980.5,74040,3
20220126,17,268.08,68865.75,76000,3
20220126,18,262.46,68960.5,75991.25,3
20220126,19,224.45,68070.5,74095.75,3
20220126,20,217.43,65311,70370.5,3
20220126,21,171.34,61944.25,66230.25,3
20220126,22,142.94,59683,63116.75,3
20220126,23,122.34,56505.5,60089.5,3
20220127,0,131.59,54701,57693.25,4
20220127,1,115.02,52743,56540.25,4
20220127,2,108.65,52024,56251,4
20220127,3,100.94,52615.75,55875.75,4
20220127,4,103.06,53836.5,57225,4
20220127,5,110.03,56762.75,60180.75,4
20220127,6,104.03,63119.5,67137.5,4
20220127,7,138.79,67030.5,72932.25,4
20220127,8,138.23,69059.75,75185.75,4
20220127,9,128.79,69908.25,76085.75,4
20220127,10,128.74,70689.5,77121.5,4
20220127,11,127.8,71487.5,78152.5,4
20220127,12,126.24,71212.5,77532.5,4
20220127,13,135.78,70204.5,76105.5,4
20220127,14,139.66,69107.5,74642.75,4
20220127,15,138.69,68238,74326,4
20220127,16,137.58,67741.75,74409.5,4
20220127,17,141.17,69507.25,76730.25,4
20220127,18,125.96,69500.75,76692.25,4
20220127,19,114.73,68107.25,74757.25,4
20220127,20,104.04,65058.75,71038.75,4
20220127,21,110.1,62440.75,67203.25,4
20220127,22,101.19,60077,64177,4
20220127,23,86.31,56797.25,60808.5,4
20220128,0,82.03,56037.5,58242,5
20220128,1,84.03,54327.5,56377.25,5
20220128,2,81.59,53803.75,55432,5
20220128,3,77.26,54266,55648.75,5
20220128,4,100.7,55429,56957,5
20220128,5,100.69,58507.25,60540.25,5
20220128,6,121.69,64863.5,67574.5,5
20220128,7,175.29,67801.25,73529.5,5
20220128,8,186.17,69224.5,75566.5,5
20220128,9,198.05,69905.75,75825.75,5
20220128,10,190.92,70581,75950.75,5
20220128,11,220.07,71555.75,75948.5,5
20220128,12,214.74,71449.25,74857.75,5
20220128,13,231.6,70847.75,72805.75,5
20220128,14,233.67,69453,71763.5,5
20220128,15,237.08,68629.5,70552.5,5
20220128,16,237.92,67733.5,69884,5
20220128,17,260,69656.5,72217,5
20220128,18,255.6,69575.25,72966.5,5
20220128,19,222.37,68470.25,71720.5,5
